mol1,mol2,label,pair_id,pair_id_clean,combined_text,is_missing_text,feature_index
DATB,alpha-ABA_1,0,DATB&alpha-ABA_1,DATB&alpha-ABA_1,"结论: No. 关键特征: - Lack of complementary intermolecular interactions necessary for stable co-crystal or eutectic formation; - Significant disparity in molecular symmetry and hydrogen-bonding topology; - High polarity and strong self-association tendency of 2,4,6-trinitrobenzene-1,3-diamine inhibits miscibility with α-ABA₁. 详细分析: Conclusion: No\n\nLikelihood: Low\n\nKey Characteristics:\n- Lack of complementary intermolecular interactions necessary for stable co-crystal or eutectic formation  \n- Significant disparity in molecular symmetry and hydrogen-bonding topology  \n- High polarity and strong self-association tendency of 2,4,6-trinitrobenzene-1,3-diamine inhibits miscibility with α-ABA₁  \n\nDetailed Analysis:  \n2,4,6-Trinitrobenzene-1,3-diamine (also known as trinitrophenylenediamine) is a highly electron-deficie",False,485
DATB,DO,0,DATB&DO,DATB&DO,"结论: No. 关键特征: - Significant disparity in molecular symmetry, polarity, and intermolecular interaction motifs; - Large difference in melting points and thermal stability profiles; - Incompatible crystal packing tendencies due to structural dissimilarity. 详细分析: Conclusion: No\n\nLikelihood: Low\n\nKey Characteristics:\n- Significant disparity in molecular symmetry, polarity, and intermolecular interaction motifs  \n- Large difference in melting points and thermal stability profiles  \n- Incompatible crystal packing tendencies due to structural dissimilarity  \n\nDetailed Analysis:  \n2,4,6-Trinitrobenzene-1,3-diamine (also known as trinitroresorcinol diamine or styphnic acid diamine derivative) is a highly symmetric, planar aromatic compound bearing st",False,486
DATB,ATZ,0,DATB&ATZ,DATB&ATZ,共晶形成可能性分析: 数据缺失。需要进一步实验验证。,False,487
DATB,"3,5-DNP",0,"DATB&3,5-DNP","DATB&3,5-DNP","结论: Yes. 关键特征: - Significant difference in molecular polarity and intermolecular interactions (one highly polar/hydrogen-bonding, the other amphiphilic with long alkyl chain); - Large melting point disparity between components, favoring eutectic formation; - Potential for charge-transfer or acid–base interactions enhancing miscibility in the liquid phase but limited solid-state solubility. 详细分析: Conclusion: Yes\n\nLikelihood: Medium\n\nKey Characteristics:  \n- Significant difference in molecular polarity and intermolecular interactions (one highly polar/hydrogen-bonding, the other amphiphilic with long alkyl chain)  \n- Large melting point disparity between components, favoring eutectic formation  \n- Potential for charge-transfer or acid–base interactions enhancing miscibility in the liquid phase but limited solid-state solubility  \n\nDetailed Analysis:  \n2,4,6-Trinitrobenzene-1,3-d",False,488
DATB,AZ1,0,DATB&AZ1,DATB&AZ1,"结论: Yes. 关键特征: - Formation of a low-melting homogeneous mixture at a specific composition distinct from the melting points of the individual components; - Enhanced solubility or dissolution rate compared to pure components due to disrupted crystal lattice interactions; - Potential for improved energetic performance or stability if used in energetic formulations, stemming from intimate molecular mixing. 详细分析: Conclusion: Yes\n\nLikelihood: Medium\n\nKey Characteristics:  \n- Formation of a low-melting homogeneous mixture at a specific composition distinct from the melting points of the individual components  \n- Enhanced solubility or dissolution rate compared to pure components due to disrupted crystal lattice interactions  \n- Potential for improved energetic performance or stability if used in energetic formulations, stemming from intimate molecular mixing  \n\nDetailed Analysis:  \n2,4,6-Trinitro",False,489
DATB,CL-20,0,DATB&CL-20,DATB&CL-20,共晶形成可能性分析: 数据缺失。需要进一步实验验证。,False,490
DATB,EDNA,0,DATB&EDNA,DATB&EDNA,"结论: No. 关键特征: - Significant disparity in molecular polarity and intermolecular interaction types; - Large difference in melting points and thermal stability profiles; - Lack of structural complementarity for stable co-crystal or eutectic formation. 详细分析: Conclusion: No\n\nLikelihood: Low\n\nKey Characteristics:\n- Significant disparity in molecular polarity and intermolecular interaction types  \n- Large difference in melting points and thermal stability profiles  \n- Lack of structural complementarity for stable co-crystal or eutectic formation  \n\nDetailed Analysis:  \n2,4,6-Trinitrobenzene-1,3-diamine (also known as styphnic acid diamine derivative) is a highly polar, aromatic compound featuring both electron-withdrawing nitro groups and ele",False,491
DATB,DANA,0,DATB&DANA,DATB&DANA,"结论: No. 关键特征: - Significant disparity in molecular polarity and hydrogen-bonding capability; - Incompatible crystal packing motifs due to structural dissimilarity; - Large difference in melting points and thermal stability profiles. 详细分析: Conclusion: No\n\nLikelihood: Low\n\nKey Characteristics:\n- Significant disparity in molecular polarity and hydrogen-bonding capability  \n- Incompatible crystal packing motifs due to structural dissimilarity  \n- Large difference in melting points and thermal stability profiles  \n\nDetailed Analysis:  \n2,4,6-Trinitrobenzene-1,3-diamine (also known as DATB—diaminotrinitrobenzene) is a highly polar, planar aromatic compound featuring both strong electron-withdrawing nitro groups and electron-d",False,492
DATB,ATNO2,0,DATB&ATNO2,DATB&ATNO2,"结论: Yes. 关键特征: - Formation of a low-melting mixture below the melting points of both pure components; - Enhanced solubility or dissolution rate compared to individual constituents; - Possible intermolecular interactions (e.g., hydrogen bonding, π–π stacking) facilitating co-crystallization or liquid-phase miscibility. 详细分析: Conclusion: Yes\n\nLikelihood: Medium\n\nKey Characteristics:\n- Formation of a low-melting mixture below the melting points of both pure components  \n- Enhanced solubility or dissolution rate compared to individual constituents  \n- Possible intermolecular interactions (e.g., hydrogen bonding, π–π stacking) facilitating co-crystallization or liquid-phase miscibility  \n\nDetailed Analysis:  \n2,4,6-Trinitrobenzene-1,3-diamine (also known as DATB—diaminotrinitrobenzene) is an electron-rich arom",False,493
DATB,3-AT,0,DATB&3-AT,DATB&3-AT,共晶形成可能性分析: 数据缺失。需要进一步实验验证。,False,494
DATB,ANAT,0,DATB&ANAT,DATB&ANAT,共晶形成可能性分析: 数据缺失。需要进一步实验验证。,False,495
DATB,TNGU,0,DATB&TNGU,DATB&TNGU,"结论: Yes. 关键特征: - Significant difference in molecular symmetry and crystal packing tendencies; - Complementary intermolecular interaction motifs (hydrogen bonding donors/acceptors and π–π stacking potential); - Moderate melting point disparity with partial miscibility in the liquid phase. 详细分析: Conclusion: Yes\n\nLikelihood: Medium\n\nKey Characteristics:\n- Significant difference in molecular symmetry and crystal packing tendencies  \n- Complementary intermolecular interaction motifs (hydrogen bonding donors/acceptors and π–π stacking potential)  \n- Moderate melting point disparity with partial miscibility in the liquid phase  \n\nDetailed Analysis:  \nThe first compound, 2,4,6-trinitrobenzene-1,3-diamine (also known as DATB—diaminotrinitrobenzene), is a highly polar, planar aromatic",False,496
DATB,HNS,0,DATB&HNS,DATB&HNS,共晶形成可能性分析: 数据缺失。需要进一步实验验证。,False,497
DATB,DNB,0,DATB&DNB,DATB&DNB,"结论: Yes. 关键特征: - Formation of a low-melting mixture below the melting points of both pure components; - Likely driven by limited solid-state miscibility and favorable intermolecular interactions in the liquid phase; - Composition-dependent melting behavior with a distinct eutectic point on the phase diagram. 详细分析: Conclusion: Yes\n\nLikelihood: Medium\n\nKey Characteristics:\n- Formation of a low-melting mixture below the melting points of both pure components  \n- Likely driven by limited solid-state miscibility and favorable intermolecular interactions in the liquid phase  \n- Composition-dependent melting behavior with a distinct eutectic point on the phase diagram  \n\nDetailed Analysis:  \n2,4,6-Trinitrobenzene-1,3-diamine (also known as trinitrodiaminobenzene) and 1,3-dinitrobenzene are structurally",False,498
DATB,DAAF,0,DATB&DAAF,DATB&DAAF,"结论: No. 关键特征: - Significant disparity in molecular size, symmetry, and functional group compatibility; - Extremely low probability of mutual solubility or intermolecular interaction conducive to eutectic formation; - Mismatched melting behavior and crystal packing tendencies. 详细分析: Conclusion: No\n\nLikelihood: Low\n\nKey Characteristics:\n- Significant disparity in molecular size, symmetry, and functional group compatibility\n- Extremely low probability of mutual solubility or intermolecular interaction conducive to eutectic formation\n- Mismatched melting behavior and crystal packing tendencies\n\nDetailed Analysis:\nEutectic formation typically requires two components that are partially miscible in the liquid state but immiscible or nearly immiscible in the solid state,",False,499
DATB,A7,0,DATB&A7,DATB&A7,"结论: No. 关键特征: - Lack of complementary intermolecular interactions necessary for stable co-crystal or eutectic formation; - Significant disparity in molecular symmetry and hydrogen-bonding capability; - High likelihood of decomposition before melting, especially for 2,4,6-trinitrobenzene-1,3-diamine. 详细分析: Conclusion: No\n\nLikelihood: Low\n\nKey Characteristics:\n- Lack of complementary intermolecular interactions necessary for stable co-crystal or eutectic formation  \n- Significant disparity in molecular symmetry and hydrogen-bonding capability  \n- High likelihood of decomposition before melting, especially for 2,4,6-trinitrobenzene-1,3-diamine  \n\nDetailed Analysis:  \n2,4,6-Trinitrobenzene-1,3-diamine (also known as trinitrophenylenediamine) is a highly nitrated aromatic compound with two a",False,500
DATB,PDA,0,DATB&PDA,DATB&PDA,"结论: Yes. 关键特征: - Formation of a low-melting physical mixture distinct from either pure component; - Absence of covalent bonding or stoichiometric complexation—interactions primarily driven by weak intermolecular forces (e.g., van der Waals, dipole–dipole, π–π stacking); - Observable as a sharp melting point minimum in the binary phase diagram at a specific composition. 详细分析: Conclusion: Yes\n\nLikelihood: Medium\n\nKey Characteristics:\n- Formation of a low-melting physical mixture distinct from either pure component  \n- Absence of covalent bonding or stoichiometric complexation—interactions primarily driven by weak intermolecular forces (e.g., van der Waals, dipole–dipole, π–π stacking)  \n- Observable as a sharp melting point minimum in the binary phase diagram at a specific composition  \n\nDetailed Analysis:  \n2,4,6-Trinitrobenzene-1,3-diamine (also known as t",False,501
